feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_1_cube
0.44097963415941754,-0.3079858358337542,9.425566902940105e-18,9.69891804204341e-18,0.25177109392901303,2.409926522046195e-18,-0.01642485517663604,-0.32890448412899764,1.0758018157901375,0.8440700359511967,1.0398418039089103,1.5941071175659072,-2.669024072312902e-17,-2.3973596608384047,1.2696921828771859,0.3065912333045276,1.0848746308355321,-0.30282915414015243,1.4603811975884533,-1.4816094277292484
2.244415484908755,0.34280831009540763,-0.7928751933233672,1.2092402531831021,-2.2265078075851297,0.4602859072938016,-0.9930113250832325,-2.708303376161558e-17,-0.30954779877917343,1.3034597842706068,-0.5700782714543041,-8.718315776197549e-18,0.8084972171889121,0.3964766006000726,0.2982994608816008,0.40740674322263987,1.5609805191761978,-1.225554299118334,0.6818255445193177,0.07642402977016312
-2.526546926936899e-17,-1.6521989478760364e-17,-0.13502238466105682,9.69891804204341e-18,1.4860955084202256,2.409926522046195e-18,3.004946854866536,-0.7033601648599794,1.918053005156162e-18,-0.45661455455994693,1.3512780624627705,-0.7435689838697254,-0.22861978159720406,0.564085828311306,1.7166141071698726,1.4050947729326388,-0.08194933268665552,-0.40110070334028486,-0.5229904232968363,0.558457601588099
0.6369277280940085,-1.6521989478760364e-17,9.425566902940105e-18,9.69891804204341e-18,-0.09631724578387539,2.409926522046195e-18,8.731409915129576e-18,0.7099185510011405,-0.5002232329227836,0.6112893765999017,0.004846865822433563,0.3947250097017268,-2.669024072312902e-17,0.13036852811809116,-5.816968774130988e-18,-1.9245469549298488e-17,5.8344825709054345e-18,-0.9850497404562567,-1.1342097291264488,-0.6501492540568309
0.2590942878369894,0.33542450296019044,-0.2901763516126626,9.69891804204341e-18,0.16500814175456616,-0.3657573777420895,1.014298623005051,-0.08194863487325647,0.23594841352143037,2.9021486824782854e-18,0.16586093893181805,-8.718315776197549e-18,-2.669024072312902e-17,2.728733589532685e-17,-5.816968774130988e-18,-0.4144787915411795,-1.7789162783339187,2.2286216995066554e-17,7.73590349221666e-18,0.4792981200087506
-2.526546926936899e-17,-1.6521989478760364e-17,9.425566902940105e-18,2.749172104595982,-0.13049779942569684,0.9000602334137078,-0.24627467175479936,0.23314257653917503,1.918053005156162e-18,0.8492623699318667,-2.617268626326343,-8.718315776197549e-18,-2.669024072312902e-17,0.8811385138420403,-0.4112054608183488,-0.18094158292996318,-0.9031050226135624,2.2286216995066554e-17,-0.7162416931783503,-0.5369840161940008
-1.478770565940236,-0.6973324518577981,0.3618512370699162,0.22282579127367239,-8.816882147857303e-18,-1.4653876224714408,0.6119026633897273,-2.708303376161558e-17,-1.4478787390150127,-0.19739535346195367,0.8644939317186172,1.3305956554694263,-0.9657760822849453,2.728733589532685e-17,0.6866044970025447,-1.9245469549298488e-17,-0.46775268249339824,1.2287489740959068,-1.1452343874282853,-1.1762228907354102
-1.050754826649601,0.4231642653393127,-1.1201594158189943,-0.6564065456290823,-8.816882147857303e-18,2.409926522046195e-18,8.731409915129576e-18,1.217553302083083,-0.7794307848779806,-0.06907059842702339,-0.18939595059810058,1.0163523284471048,0.5036713615930444,0.7405544996485143,0.8881426189838746,0.5004139545258791,5.8344825709054345e-18,0.7621470044844173,-0.8461051640956955,-1.001189190820008
-0.497153568500478,-1.6521989478760364e-17,0.5742655281390872,1.5727435363232807,-0.17592154201613008,0.8053287940476795,8.731409915129576e-18,-2.708303376161558e-17,1.918053005156162e-18,-0.6447036494660346,-2.0680477621283544e-17,-0.16151002844473414,1.5216298043971102,0.48380774786603997,1.40245401292891,-1.9245469549298488e-17,-1.954508354359883,0.551360628296972,-0.47115368042352157,0.2606648560069309
-0.21676462336897198,-0.1306595543450488,-0.6325911415136425,-0.10453099400130851,-0.12981783414380862,2.409926522046195e-18,-0.2259540079165771,-2.708303376161558e-17,1.918053005156162e-18,0.7412225120893765,-2.0680477621283544e-17,0.010529956244349818,0.11065159506562242,0.615869908144605,0.06558081708222478,-0.20461888492943966,-0.9567150967057304,0.3260677215408971,0.34112348889998056,-0.04345695875059296
